# Constructed from biom file
#OTU ID	RSG.MB4	UNKG.MB2	LSG.MB6	LSG.MB9	EPRC.MB16	UNKG.MB31	LSG.MB20	LSG.MB7	LSG.MB4	UNKG.MB21	LSG.MB14	UNKG.MB32	EPRC.MB13	RSG.MB2	UNKG.MB6	LSG.MB10	UNKG.MB8	UNKG.MB14	LSG.MB16	LSG.MB8	EPRC.MB9	RSG.MB1	LSG.MB12	LSG.MB15	UNKG.MB35	UNKG.MB17	LSG.MB2	RSG.MB6	PZ.MB7	UNKG.MB27	UNKG.MB4	RSG.MB3	LSG.MB1	UNKG.MB28	EPRC.MB2	SZ.MB8	SZ.MB7	EPRC.MB14	PZ.MB4	UNKG.MB38	SZ.MB11	PZ.MB1	UNKG.MB25	EPRC.MB15	SZ.MB6	EPRC.MB17	EPRC.MB18	EPRC.MB8	EPRC.MB12	EPRC.MB4	PZ.MB9	UNKG.MB11	SZ.MB3	PZ.MB10	PZ.MB2	UNKG.MB12	UNKG.MB5	PZ.MB3	PZ.MB12	UNKG.MB18	EPRC.MB11	SZ.MB5	EPRC.MB3	UNKG.MB36	UNKG.MB37	UNKG.MB33	UNKG.MB15	SZ.MB1	UNKG.MB26	EPRC.MB7	LSG.MB5	UNKG.MB23	UNKG.MB1	UNKG.MB16	UNKG.MB34	RSG.MB5	UNKG.MB20	UNKG.MB19	UNKG.MB10	UNKG.MB24	PZ.MB6	LFG.MB1	UNKG.MB13	EPRC.MB1	LSG.MB17	PZ.MB8	LSG.MB11	EPRC.MB10	UNKG.MB7	PZ.MB5	LSG.MB3	SZ.MB14	PZ.MB11	EPRC.MB5	SZ.MB13	UNKG.MB30	UNKG.MB3	RSG.MB7	LSG.MB19	SZ.MB2	LSG.MB18	UNKG.MB9	UNKG.MB22	LSG.MB13	UNKG.MB29	SZ.MB4	SZ.MB10	SZ.MB15	SZ.MB12	EPRC.MB6	SZ.MB9	KEGG_Pathways
Amino sugar and nucleotide sugar metabolism	628688.0	758972.0	959236.0	815077.0	509270.0	493219.0	524774.0	691061.0	697194.0	618599.0	573065.0	736538.0	574851.0	738435.0	726344.0	640191.0	721854.0	612335.0	680271.0	734431.0	633074.0	620006.0	747350.0	568288.0	610536.0	722413.0	773443.0	754773.0	632206.0	573049.0	672117.0	711870.0	536249.0	680780.0	692075.0	747248.0	671640.0	590298.0	538302.0	570139.0	628224.0	912887.0	735982.0	560544.0	674185.0	617359.0	622807.0	499723.0	559008.0	906614.0	632835.0	461239.0	632385.0	554495.0	599999.0	792108.0	818334.0	657725.0	594283.0	680966.0	565445.0	736822.0	636908.0	548984.0	776963.0	531476.0	582481.0	546984.0	449475.0	760736.0	555044.0	396122.0	615957.0	746748.0	578248.0	493618.0	456468.0	585037.0	489025.0	464311.0	556767.0	659878.0	638604.0	723566.0	682883.0	622054.0	801342.0	785686.0	623499.0	598277.0	532013.0	642488.0	551760.0	769615.0	829589.0	617305.0	826730.0	665909.0	714393.0	627367.0	589699.0	557538.0	592887.0	647534.0	567211.0	755790.0	641166.0	335290.0	525103.0	561132.0	532944.0	Metabolism; Carbohydrate Metabolism; Amino sugar and nucleotide sugar metabolism
Aminoacyl-tRNA biosynthesis	630967.0	729884.0	939718.0	774574.0	506135.0	499062.0	517022.0	680073.0	697906.0	616605.0	558359.0	697494.0	528255.0	716173.0	689995.0	640710.0	703443.0	601292.0	662063.0	698715.0	570051.0	605259.0	690020.0	553354.0	600762.0	712527.0	766031.0	790132.0	605043.0	584473.0	675575.0	700543.0	533348.0	645942.0	672431.0	699197.0	582701.0	589388.0	485749.0	542621.0	569150.0	945815.0	701913.0	516953.0	600746.0	705483.0	620514.0	503435.0	506238.0	851427.0	585258.0	463737.0	701691.0	515523.0	558323.0	774444.0	775676.0	606565.0	542797.0	642715.0	622571.0	696353.0	590203.0	545070.0	742774.0	532039.0	583273.0	492425.0	453807.0	701804.0	563041.0	410404.0	608405.0	705415.0	561746.0	513806.0	460810.0	570548.0	490896.0	459777.0	511212.0	661012.0	623675.0	699845.0	670708.0	581296.0	738762.0	723469.0	636223.0	534558.0	520828.0	598370.0	505416.0	704051.0	721187.0	605251.0	776127.0	669388.0	690742.0	568197.0	583679.0	570565.0	579694.0	618193.0	542648.0	955539.0	621496.0	320241.0	511974.0	575105.0	465924.0	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis
Aminobenzoate degradation	38888.0	48122.0	57771.0	53315.0	40305.0	36214.0	34686.0	40746.0	49989.0	38915.0	37887.0	46937.0	72434.0	46576.0	43973.0	47669.0	45506.0	49318.0	43284.0	50720.0	49974.0	46607.0	44688.0	35511.0	39348.0	43903.0	44881.0	46146.0	35009.0	37158.0	38598.0	39395.0	34992.0	40014.0	67318.0	59995.0	46345.0	52648.0	28399.0	49706.0	47146.0	46609.0	44168.0	51075.0	47695.0	63101.0	73867.0	51321.0	73594.0	90281.0	34473.0	32689.0	43828.0	31191.0	38044.0	53712.0	48258.0	37641.0	33919.0	46136.0	72844.0	54719.0	46745.0	39759.0	47563.0	35118.0	45682.0	35267.0	27087.0	78952.0	39429.0	24051.0	37402.0	49424.0	36811.0	38779.0	31621.0	43355.0	31133.0	27446.0	30153.0	43264.0	44867.0	72353.0	39838.0	34355.0	49223.0	95197.0	40102.0	29674.0	44241.0	53970.0	31314.0	104214.0	60346.0	41394.0	45807.0	47183.0	60501.0	47176.0	34728.0	33941.0	40580.0	41353.0	51313.0	50599.0	45422.0	22889.0	40619.0	50818.0	36379.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Aminobenzoate degradation
Amoebiasis	9274.0	10123.0	10357.0	13530.0	3432.0	7840.0	8404.0	9420.0	11689.0	9700.0	9388.0	12691.0	11900.0	10565.0	10681.0	8596.0	9701.0	8279.0	11798.0	11695.0	4998.0	11098.0	5995.0	10082.0	9402.0	9970.0	10636.0	7403.0	9126.0	9522.0	9057.0	10187.0	9171.0	12638.0	7351.0	9045.0	6816.0	4202.0	7999.0	9883.0	6494.0	9368.0	10873.0	5230.0	6236.0	7086.0	9431.0	4222.0	11428.0	11651.0	9290.0	8236.0	4002.0	6759.0	8924.0	11412.0	10093.0	7713.0	6738.0	9705.0	11087.0	5155.0	5801.0	8896.0	12259.0	8921.0	10161.0	6863.0	8529.0	8714.0	10168.0	6278.0	7975.0	12369.0	9358.0	7576.0	7271.0	10847.0	6870.0	8568.0	7786.0	12277.0	9627.0	8792.0	11153.0	7496.0	13138.0	13311.0	9364.0	9327.0	10358.0	8641.0	6113.0	12798.0	4489.0	9677.0	10104.0	8462.0	13710.0	4872.0	9235.0	9440.0	9058.0	9261.0	11108.0	4769.0	4920.0	4129.0	5514.0	8447.0	7112.0	Human Diseases; Infectious Diseases; Amoebiasis
Amyotrophic lateral sclerosis (ALS)	3026.0	3995.0	4588.0	3979.0	1704.0	1606.0	2126.0	5379.0	3184.0	3002.0	2866.0	2850.0	1386.0	3923.0	4096.0	2900.0	3438.0	2605.0	3127.0	2708.0	1247.0	2977.0	3376.0	2595.0	2626.0	3172.0	3526.0	2084.0	2179.0	2314.0	3861.0	4679.0	1868.0	2332.0	2758.0	2079.0	2028.0	1642.0	2544.0	2297.0	2105.0	1507.0	3191.0	1465.0	1962.0	1208.0	2179.0	1050.0	1412.0	3460.0	2921.0	1321.0	1098.0	4120.0	4835.0	3017.0	7355.0	7501.0	6001.0	2402.0	1070.0	1808.0	1807.0	1598.0	2615.0	1981.0	2006.0	1489.0	1795.0	1696.0	1925.0	1725.0	3581.0	3383.0	1785.0	1531.0	1968.0	2042.0	2389.0	1754.0	6537.0	1982.0	2523.0	1255.0	3747.0	7006.0	2460.0	1629.0	3184.0	1696.0	1760.0	2064.0	2033.0	1396.0	2487.0	2390.0	3764.0	1603.0	1879.0	2040.0	2612.0	2128.0	2668.0	4137.0	1850.0	862.0	1437.0	1050.0	1371.0	2805.0	2700.0	Human Diseases; Neurodegenerative Diseases; Amyotrophic lateral sclerosis (ALS)
Antigen processing and presentation	22171.0	26279.0	34373.0	28194.0	17952.0	17553.0	18552.0	24949.0	25154.0	21988.0	20181.0	25185.0	18113.0	25295.0	24928.0	22387.0	25206.0	21945.0	23877.0	25395.0	19342.0	21755.0	25692.0	19896.0	21577.0	25893.0	27970.0	27869.0	21306.0	20848.0	24389.0	25484.0	19369.0	23550.0	24139.0	25993.0	21567.0	17833.0	17421.0	19660.0	20413.0	36063.0	25619.0	18129.0	21891.0	18748.0	20294.0	17946.0	17471.0	31096.0	21541.0	16354.0	26043.0	18832.0	21212.0	27947.0	28028.0	22827.0	20015.0	23545.0	17610.0	24622.0	21307.0	19485.0	26966.0	18685.0	20505.0	17660.0	15923.0	24824.0	20437.0	13907.0	22221.0	25772.0	20240.0	16693.0	16184.0	20561.0	17451.0	16214.0	19307.0	23694.0	22520.0	25022.0	24258.0	22124.0	27108.0	25693.0	22726.0	19535.0	18556.0	22292.0	17786.0	23969.0	26670.0	21924.0	28152.0	23786.0	25066.0	20145.0	20895.0	19968.0	20993.0	22385.0	19565.0	35815.0	22754.0	11069.0	18980.0	18100.0	17192.0	Organismal Systems; Immune System; Antigen processing and presentation
Apoptosis	46.0	15.0	12.0	22.0	156.0	33.0	112.0	36.0	170.0	83.0	36.0	30.0	108.0	56.0	46.0	68.0	10.0	210.0	27.0	24.0	140.0	145.0	64.0	31.0	34.0	67.0	24.0	49.0	134.0	44.0	29.0	102.0	27.0	56.0	119.0	108.0	64.0	92.0	167.0	8.0	78.0	67.0	107.0	202.0	25.0	123.0	336.0	55.0	144.0	90.0	52.0	18.0	17.0	16.0	27.0	44.0	11.0	21.0	24.0	58.0	98.0	7.0	46.0	29.0	115.0	16.0	34.0	8.0	19.0	371.0	41.0	64.0	22.0	39.0	15.0	150.0	33.0	188.0	9.0	47.0	15.0	36.0	35.0	50.0	54.0	10.0	91.0	63.0	17.0	86.0	272.0	37.0	234.0	125.0	52.0	27.0	8.0	32.0	263.0	9.0	56.0	6.0	138.0	62.0	12.0	10.0	68.0	58.0	107.0	188.0	24.0	Cellular Processes; Cell Growth and Death; Apoptosis
Arachidonic acid metabolism	9598.0	8533.0	7417.0	12667.0	7273.0	8754.0	11031.0	9282.0	13451.0	10047.0	9846.0	13855.0	21374.0	10498.0	10523.0	9296.0	8366.0	11470.0	12397.0	10888.0	11117.0	15062.0	7706.0	10609.0	9355.0	11481.0	10439.0	7045.0	12187.0	11968.0	9754.0	11490.0	10753.0	12832.0	15563.0	8259.0	7114.0	7741.0	10299.0	12755.0	7518.0	14677.0	10982.0	12341.0	8357.0	14982.0	21234.0	9053.0	21371.0	19764.0	10433.0	9045.0	5895.0	10041.0	8682.0	12479.0	6638.0	9596.0	9849.0	10294.0	18032.0	8776.0	8106.0	10583.0	12885.0	10073.0	12075.0	9702.0	8299.0	16471.0	11915.0	6757.0	8341.0	13406.0	10343.0	10173.0	8403.0	13897.0	6791.0	9100.0	8702.0	14350.0	10143.0	13649.0	11800.0	9014.0	14772.0	24170.0	9898.0	10929.0	14300.0	7681.0	9724.0	26923.0	6982.0	11028.0	9910.0	10576.0	18537.0	8837.0	10808.0	9447.0	10623.0	9118.0	15024.0	6996.0	6320.0	4862.0	5472.0	11370.0	7484.0	Metabolism; Lipid Metabolism; Arachidonic acid metabolism
Arginine and proline metabolism	603541.0	726524.0	943268.0	774052.0	501742.0	474559.0	489715.0	674945.0	689451.0	586802.0	546262.0	679352.0	575415.0	698862.0	693243.0	616813.0	693441.0	591166.0	639854.0	695262.0	566191.0	609596.0	681693.0	533554.0	577581.0	678118.0	747151.0	735397.0	546910.0	554167.0	650708.0	678856.0	508291.0	626398.0	707113.0	687799.0	596755.0	535061.0	457813.0	561132.0	581780.0	815819.0	686896.0	539004.0	599282.0	541024.0	647227.0	508766.0	563510.0	896661.0	532689.0	439164.0	593325.0	481999.0	522163.0	749427.0	800127.0	587326.0	528172.0	631594.0	545018.0	691103.0	581025.0	522805.0	720298.0	500456.0	561703.0	483650.0	427419.0	728489.0	536244.0	371885.0	589953.0	694896.0	539691.0	470779.0	436857.0	564221.0	468711.0	427034.0	485749.0	622928.0	607762.0	711546.0	648050.0	550424.0	726268.0	794792.0	610739.0	498664.0	514539.0	588384.0	475653.0	797194.0	722316.0	587811.0	767464.0	649253.0	688282.0	574312.0	548078.0	533938.0	564872.0	604270.0	554501.0	744708.0	616439.0	311425.0	496178.0	543892.0	455593.0	Metabolism; Amino Acid Metabolism; Arginine and proline metabolism
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Cardiovascular Diseases; Arrhythmogenic right ventricular cardiomyopathy (ARVC)
