# Constructed from biom file																																																																																																																
#OTU ID	RSG.MB4	UNKG.MB2	LSG.MB6	LSG.MB9	EPRC.MB16	UNKG.MB31	LSG.MB20	LSG.MB7	LSG.MB4	UNKG.MB21	LSG.MB14	UNKG.MB32	EPRC.MB13	RSG.MB2	UNKG.MB6	LSG.MB10	UNKG.MB8	UNKG.MB14	LSG.MB16	LSG.MB8	EPRC.MB9	RSG.MB1	LSG.MB12	LSG.MB15	UNKG.MB35	UNKG.MB17	LSG.MB2	RSG.MB6	PZ.MB7	UNKG.MB27	UNKG.MB4	RSG.MB3	LSG.MB1	UNKG.MB28	EPRC.MB2	SZ.MB8	SZ.MB7	EPRC.MB14	PZ.MB4	UNKG.MB38	SZ.MB11	PZ.MB1	UNKG.MB25	EPRC.MB15	SZ.MB6	EPRC.MB17	EPRC.MB18	EPRC.MB8	EPRC.MB12	EPRC.MB4	PZ.MB9	UNKG.MB11	SZ.MB3	PZ.MB10	PZ.MB2	UNKG.MB12	UNKG.MB5	PZ.MB3	PZ.MB12	UNKG.MB18	EPRC.MB11	SZ.MB5	EPRC.MB3	UNKG.MB36	UNKG.MB37	UNKG.MB33	UNKG.MB15	SZ.MB1	UNKG.MB26	EPRC.MB7	LSG.MB5	UNKG.MB23	UNKG.MB1	UNKG.MB16	UNKG.MB34	RSG.MB5	UNKG.MB20	UNKG.MB19	UNKG.MB10	UNKG.MB24	PZ.MB6	LFG.MB1	UNKG.MB13	EPRC.MB1	LSG.MB17	PZ.MB8	LSG.MB11	EPRC.MB10	UNKG.MB7	PZ.MB5	LSG.MB3	SZ.MB14	PZ.MB11	EPRC.MB5	SZ.MB13	UNKG.MB30	UNKG.MB3	RSG.MB7	LSG.MB19	SZ.MB2	LSG.MB18	UNKG.MB9	UNKG.MB22	LSG.MB13	UNKG.MB29	SZ.MB4	SZ.MB10	SZ.MB15	SZ.MB12	EPRC.MB6	SZ.MB9	KEGG_Pathways
Measles	0	0	0	0	289	1	0	0	1	0	0	0	31	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	828	0	0	0	2	0	542	18	256	540	331	0	830	100	0	325	146	236	868	166	34	316	334	0	16	731	435	1	0	880	832	0	6	730	210	0	0	0	0	69	0	916	0	0	0	0	0	0	0	0	0	0	549	1	0	155	0	502	2	43	0	131	0	25	846	1354	29	0	0	0	0	480	0	0	0	0	0	13	193	28	1	167	90	Human Diseases; Infectious Diseases; Measles
Meiosis - yeast	1603	247	373	240	5361	880	4124	3545	6956	579	555	858	17392	2844	1880	1197	484	4253	448	630	10758	8644	2477	548	336	1186	790	746	2238	457	885	2344	2083	614	10288	289	385	3233	524	5853	699	102	2707	9191	991	9620	23314	5683	18723	13836	3957	1050	8704	584	1966	1132	334	496	821	2001	14629	532	1346	958	638	637	2578	1151	164	14969	1782	1150	556	1188	111	5744	306	7700	218	617	2010	2408	929	9947	896	2058	704	18104	1498	198	9212	787	450	23956	1424	517	1082	3575	11322	1109	1239	836	2532	1097	5184	2012	634	307	228	5521	2884	Cellular Processes; Cell Growth and Death; Meiosis - yeast
Melanogenesis	0	0	0	1	1	0	1	0	1	2	1	0	0	0	1	0	1	2	1	1	0	1	0	1	0	1	0	1	1	0	2	0	1	0	2	1	0	1	0	0	1	0	0	0	1	2	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	1	1	1	1	1	0	1	2	0	0	2	0	0	2	1	Organismal Systems; Endocrine System; Melanogenesis
Membrane and intracellular structural molecules	150775	167557	218152	181708	123299	109624	121547	159509	167197	136811	127009	161000	225064	169124	175932	147748	159528	141860	148435	163174	161858	174577	172692	124387	133657	159939	175037	169750	159333	123139	150495	162088	128538	148793	219585	184992	161109	135037	147602	167944	157335	191590	167496	158440	152230	184229	215019	144053	224219	318371	155996	105961	139088	163283	183266	172073	183364	228391	191943	151807	224637	162838	147680	121760	176908	116072	141018	130132	98708	236217	122256	89412	133473	167128	126159	135098	98122	153276	106516	100843	191788	159395	138793	234602	151767	209359	176872	306169	144654	150433	149391	155131	140663	341045	201756	135537	190588	168454	198279	142355	128516	128416	135002	142252	161672	121577	159069	87825	128704	191459	130509	Unclassified; Cellular Processes and Signaling; Membrane and intracellular structural molecules
Metabolism of cofactors and vitamins	51310	60842	78614	61150	41818	37466	38768	51949	58436	43482	43094	54714	74753	60694	58857	50065	57708	49002	49721	54692	52953	59904	52434	42009	45340	52677	59069	55874	43993	44229	52821	53752	41655	48387	72001	50856	45103	49646	36979	56549	46175	43918	52680	54603	47019	58908	76550	51863	75027	91802	40247	36132	39403	35000	34295	62247	66426	39807	37276	47877	65820	56679	46434	40618	57609	39790	48796	39171	34469	73563	42000	29450	45262	59063	43202	44195	32730	51254	35824	32686	33420	53778	51251	69146	51409	35603	55997	98804	49540	39127	49470	42603	38900	110286	60174	45808	60257	59059	63495	47614	43997	42764	44517	48087	53557	34924	50117	27782	36637	57377	36766	Unclassified; Metabolism; Metabolism of cofactors and vitamins
Metabolism of xenobiotics by cytochrome P450	8223	12664	24229	8025	16926	6430	12973	13571	21114	6991	6276	7054	25617	16965	10044	10006	13518	15024	6826	7679	28622	20438	9218	6086	7573	9460	11989	21269	6045	6523	12531	11728	7182	6380	21511	21178	4476	14056	3303	11451	4974	3216	11531	19580	14758	17942	46392	24091	28322	25066	5808	4893	7372	4113	3964	14183	12394	3773	4611	9453	19716	22166	15510	6104	9452	5230	8481	9616	4422	35420	9904	6105	8618	7259	5839	12227	5081	18786	5214	4658	3297	9750	10906	19145	8502	3819	5136	25659	10798	3408	20631	8830	6299	36091	16882	6783	9604	19648	26322	13659	8461	6179	10043	8070	9930	7443	17699	2896	18855	10322	5099	Metabolism; Xenobiotics Biodegradation and Metabolism; Metabolism of xenobiotics by cytochrome P450
Methane metabolism	666900	823702	1084388	887144	539214	536113	541548	757526	754137	667411	615619	764827	505595	793666	771153	688706	772962	635465	723377	785781	723832	639616	776493	605961	651584	774776	838779	833472	727131	624842	733988	784147	567631	726899	736139	781772	698900	640303	563008	569788	727138	1025576	784912	548497	685533	580453	670070	521730	483781	878277	676353	489408	734074	631340	657009	843732	920660	753770	674973	697427	505574	831183	662564	588985	809742	567242	608312	545929	491173	794548	604617	422557	656003	775533	609470	497562	494275	601587	532199	495688	616122	694583	681825	710245	738929	686216	831786	703771	689292	606784	538507	660454	636684	772540	820095	667805	857620	694374	729726	675529	624838	608336	621645	676559	578875	997811	691970	343712	559064	577720	528860	Metabolism; Energy Metabolism; Methane metabolism
Mineral absorption	6058	5423	6111	7904	4628	5269	9202	8071	11494	7403	6620	10289	7210	8272	6297	5305	5443	7472	8472	6653	10099	9938	5272	7477	6323	8673	7140	5038	9067	8152	6624	9198	7033	9544	5272	4288	3842	5280	7488	4675	3571	10112	9203	6195	5606	3344	15894	3335	7252	4420	8919	5250	3110	7684	6892	7861	4028	7932	7689	7617	3097	5149	5207	6175	8949	7110	6233	6376	5810	8005	8348	5100	5935	8764	7209	6118	5399	11051	4398	6725	7889	9255	6215	3574	8696	7726	10391	4262	6431	8535	10671	4457	6944	3329	4070	7131	5990	6078	13447	4597	8061	6056	8213	6598	6117	3925	3640	2520	3026	4025	4753	Organismal Systems; Digestive System; Mineral absorption
Mismatch repair	425858	496548	639747	537655	338899	345254	352396	466647	477990	424063	384939	479747	348199	480924	467624	442306	475843	408747	454890	483826	361714	409829	474247	380456	411924	489302	523083	533265	402192	403641	457130	482317	366652	449774	453770	492940	412324	382006	334764	368489	397069	602292	486419	342976	418717	423593	398365	334841	332304	565972	393602	318219	456232	351215	387221	531705	524926	422187	375687	439729	390321	476970	406961	380896	507347	366498	397283	345295	309446	454957	389192	275779	411032	483395	385432	339245	317075	387523	335771	315494	354548	452034	427128	467645	460202	399904	517724	485284	434283	367310	353795	419382	340868	449278	499092	421115	527501	450087	475210	393386	399030	390303	399838	418906	373634	573364	426193	218499	354944	376891	322618	Genetic Information Processing; Replication and Repair; Mismatch repair
N-Glycan biosynthesis	8633	9522	10926	10513	6365	6310	8843	10088	12990	8202	7660	10598	19768	10845	10347	7048	8850	8498	9552	8924	12597	14537	8465	8253	8346	9954	9311	6481	13956	7990	8591	10949	8412	10829	12999	8103	8618	7439	12618	11479	8504	14499	11518	9975	9019	11996	22724	7645	20171	18558	12481	6592	5699	13332	12659	9345	10135	16475	14282	8751	16934	9063	8026	6974	11160	7274	8938	8927	7028	15798	8406	5986	7248	10781	8432	9706	5588	13426	5396	7697	14298	11531	7512	13525	9887	14765	12792	21624	8526	13462	13726	8415	11624	27868	11197	8028	9237	9894	16677	8668	8608	8062	8083	8412	11524	5336	8204	5755	5270	12185	8677	Metabolism; Glycan Biosynthesis and Metabolism; N-Glycan biosynthesis
NOD-like receptor signaling pathway	22171	26279	34373	28194	17954	17553	18552	24949	25154	21989	20181	25185	18114	25295	24929	22388	25207	21947	23877	25395	19407	21755	25693	19896	21578	25893	27971	27869	21601	20849	24390	25484	19369	23550	24146	26941	21639	17834	17615	19660	20451	36210	25619	18131	22001	18749	20297	17946	17471	31111	21916	16354	26103	19085	21675	27947	28029	22970	20121	23545	17615	24625	21402	19485	26966	18685	20506	17672	15923	24828	20438	13907	22221	25773	20240	16693	16185	20561	17451	16215	19434	23695	22520	25025	24258	22242	27108	25696	22727	19762	18556	22893	18118	23969	27008	21924	28152	23786	25066	20146	20895	19969	20994	22386	19565	35824	22878	11163	19688	18262	17572	Organismal Systems; Immune System; NOD-like receptor signaling pathway
Naphthalene degradation	66136	85876	126322	88827	51624	58089	59950	77041	83343	71015	64889	79133	77070	83336	75036	74110	83689	72507	76319	78224	53182	77244	72575	63893	70634	83379	91389	100724	62795	71290	81610	81288	60570	74326	84313	100956	61448	55009	51325	69561	59520	89966	81138	52147	83651	73042	79018	82020	75390	105082	59468	52834	69618	53860	56616	95499	87604	61489	56882	71304	74701	105010	81132	65922	86258	61227	69202	65270	52806	82540	70198	44873	66574	81447	65971	54178	54022	69828	54527	52769	50735	81192	75867	82380	77330	57577	81457	105332	76429	56873	67109	69955	55837	109727	93847	72722	77172	91276	89069	78431	67285	63912	65277	68354	73484	92547	87882	33253	80341	60690	49129	Metabolism; Xenobiotics Biodegradation and Metabolism; Naphthalene degradation
Neuroactive ligand-receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signaling Molecules and Interaction; Neuroactive ligand-receptor interaction
Neurotrophin signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Nervous System; Neurotrophin signaling pathway
Nicotinate and nicotinamide metabolism	192397	241161	323964	246791	157444	153603	166562	212681	221602	193623	176151	221085	134783	235931	220059	200525	231689	191579	209627	219423	199470	187136	222511	175151	191264	226392	249408	263423	203799	181084	219334	224587	165262	206330	198604	248825	193308	183813	165320	159225	186620	318378	225801	158661	209376	185350	188384	169365	129095	247780	196888	138850	223713	185512	198060	251687	255832	224868	197941	206423	143572	247466	203491	168300	239957	161849	173059	168011	141015	229180	176710	126592	191873	225232	180331	144510	142213	179268	150059	143281	185331	204577	200840	203989	213922	211078	239178	188276	200403	181864	161160	197275	176639	178438	253928	190715	250079	215904	219074	195542	183782	175005	181211	196060	159454	306868	216559	102637	187016	167520	152350	Metabolism; Metabolism of Cofactors and Vitamins; Nicotinate and nicotinamide metabolism
Nitrogen metabolism	349482	401320	499124	465508	249227	276433	301681	399337	395087	362792	334938	434153	293425	405004	407558	343351	372469	329934	399903	406151	302755	354132	402925	336556	339612	418052	431439	378540	361126	344539	378577	426597	320528	411445	360115	359938	345359	281107	308140	304946	324411	534700	425702	280349	330826	265589	314677	224636	276220	454757	353461	264263	345661	316508	332753	430424	442269	371907	334726	381103	254348	341852	312193	314802	444860	312242	324444	295654	268075	359742	329171	224895	344706	433086	334981	259288	263547	338323	272366	278566	320488	393617	348595	357278	406043	353060	472369	388603	355751	348082	306907	331111	300673	349949	390803	360009	444584	338065	405074	307834	341934	322446	340275	363980	323040	443079	305829	175942	244863	292562	274064	Metabolism; Energy Metabolism; Nitrogen metabolism
Nitrotoluene degradation	64133	73231	82005	87738	33131	49408	51450	68287	66724	65686	59204	78559	46426	74010	77102	58386	65174	55336	72443	72843	46013	62099	65683	60878	61574	73538	74995	58346	65524	63256	66744	77201	59869	78547	51814	63821	59413	51527	59763	53368	57242	75921	73758	43545	50144	37715	44632	29267	41874	67812	61831	46481	36813	50810	48200	75387	83457	51519	50973	66971	40269	46467	46517	54879	78884	53284	56122	49840	48298	54107	59694	39255	58458	80191	61032	43325	46961	58341	47730	51207	47277	71943	62252	54597	74528	49112	89493	59827	64313	67064	52050	63815	53458	52723	56415	65320	79626	51675	67707	46431	61575	60587	59303	64197	57753	38128	40745	29895	36102	52384	45796	Metabolism; Xenobiotics Biodegradation and Metabolism; Nitrotoluene degradation
Non-homologous end-joining	4707	7378	19830	3115	5222	2889	2257	1786	4512	2868	2442	2806	19213	5974	6399	3961	8735	3751	2645	2746	4909	9498	1532	2427	3525	4302	5487	16640	4837	3095	6231	2529	3033	2475	12448	15953	2262	3147	2941	10907	3075	4482	3303	6030	15195	15859	12007	22614	19270	22181	4325	2935	5686	4081	2695	8959	3074	2211	3121	1938	20411	22889	13637	3176	5028	2071	5625	8244	1872	18703	3704	2038	2556	3237	3412	5816	2373	5247	1977	1421	2177	6961	6566	16658	2798	2099	3408	29104	5430	2688	7494	2158	6787	40529	17242	3636	4253	17931	9071	12787	2821	3411	2198	2799	10165	5536	16998	2035	15931	9918	869	Genetic Information Processing; Replication and Repair; Non-homologous end-joining
Notch signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signal Transduction; Notch signaling pathway
Novobiocin biosynthesis	62447	73092	94049	82208	50900	49690	52663	71388	70680	63690	59022	74100	55599	72107	71914	64198	68926	62555	69496	72946	61738	62379	77613	57938	60707	74171	80060	72429	63387	60805	68893	75078	56089	69428	76452	67439	65205	56060	53927	56162	64516	83861	75053	57236	61669	54025	64391	48556	53718	89459	60868	46624	59079	56748	59491	78202	81317	69966	63362	68282	48065	69019	59903	56757	77967	54563	58314	52970	46192	72272	57045	39688	62439	76074	58508	46963	46989	59243	49703	47205	58264	67552	63155	71246	70732	65156	80887	77130	64217	57601	52965	61493	54549	73654	73761	63790	80835	63282	70732	60828	59549	56654	60254	64965	57283	65509	60916	33330	47633	56524	50674	Metabolism; Biosynthesis of Other Secondary Metabolites; Novobiocin biosynthesis
Nucleotide excision repair	198192	230914	295027	242987	160895	156339	159682	208073	217996	191348	174989	220769	183377	225145	220228	198483	222056	187838	208226	219774	181330	195641	210812	174324	187721	220046	237566	248722	193048	183580	211308	216095	167227	204346	216942	227558	187833	182495	157810	179257	183050	282788	217166	168175	197519	224210	199056	169241	176208	285638	187908	146736	210318	167099	182327	246133	241857	199114	178037	200973	206050	229092	192177	172024	234582	166222	186148	160995	141875	232652	177273	126259	189398	222572	176826	162313	144293	180541	151662	143494	168702	211058	198557	230761	209067	189023	234848	254451	198501	172741	166616	189229	164509	258593	236583	190680	244737	217459	219206	185557	182215	177714	181092	192392	179944	266945	202137	102563	167191	185466	149855	Genetic Information Processing; Replication and Repair; Nucleotide excision repair
Nucleotide metabolism	27128	27043	29944	38488	13122	23650	23013	30603	32304	30564	30043	39158	23388	28447	32453	27284	25010	26815	35744	36258	22772	24677	30433	29939	27977	33415	34276	26472	26375	32632	29802	33897	26576	35684	28393	21770	26343	24604	23518	24088	26546	29083	33789	22524	23499	18319	17460	12409	21332	35015	23900	24074	15641	23665	21255	34643	27343	29008	26382	31740	20216	21060	22221	29345	38314	29609	28943	21164	25097	22992	29563	19350	26816	34605	28167	21478	24133	27608	22663	25349	23938	32588	27783	27454	34406	26096	41429	29444	26677	26541	22871	23221	22451	25328	27629	32137	35853	22328	26894	21092	29881	25733	30235	28369	29892	15766	16661	11930	13431	21078	21098	Unclassified; Metabolism; Nucleotide metabolism
Olfactory transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Sensory System; Olfactory transduction
One carbon pool by folate	298196	343508	428891	381781	232866	239999	251436	332692	333004	303021	274789	344854	261421	335665	333013	302763	325847	291634	326278	340632	249972	292796	339108	271989	290135	346805	368337	351080	293942	287714	320612	345434	261990	321202	327227	335180	297407	260277	248357	265897	284606	456258	346182	244715	288578	296735	284503	223826	249894	414719	285487	223728	319194	267188	299416	366551	373100	332733	290729	317489	278556	316131	279764	268320	360971	258717	280323	244140	219168	318102	274277	192984	291837	349308	274378	235256	224838	276051	236117	225470	277186	321507	295650	335955	328891	312198	372765	358987	304336	271320	250664	300344	245737	332387	341200	298930	371547	302705	335900	270540	282060	273394	283576	301339	272400	414196	286458	156254	236931	271717	233974	Metabolism; Metabolism of Cofactors and Vitamins; One carbon pool by folate
Oocyte meiosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular Processes; Cell Growth and Death; Oocyte meiosis
Other glycan degradation	69484	92685	130240	90855	57353	43590	45728	74437	60773	60277	58569	72640	81323	84750	92897	67120	91581	56663	67479	79747	83839	66838	89861	55460	64408	68661	87862	93762	69657	45134	75506	71645	49570	67065	95515	96184	89809	62541	69669	72031	83921	94574	78176	68380	90318	71487	67604	73078	80294	159717	72457	41447	65505	89520	98539	79143	113660	140868	118303	72568	83499	99160	83854	48749	86644	47641	56765	67412	42085	113290	41671	38038	69818	76640	57200	51823	42346	56774	49467	41233	114436	60855	61635	111061	68304	128214	78903	128526	64233	69626	49385	73226	72743	147647	120541	57791	110214	84365	69137	82203	52129	53298	55178	72812	65149	49419	95992	45470	72148	87755	68092	Metabolism; Glycan Biosynthesis and Metabolism; Other glycan degradation
Other ion-coupled transporters	497730	593908	802034	677321	424908	408612	396558	611921	579778	518472	479031	575952	467204	571251	579352	551806	553196	493839	545639	611640	469695	484735	675432	452628	485497	600486	649979	594309	450108	474058	539803	609034	429565	533022	634155	557533	553508	466962	380747	457637	541143	717157	619486	452039	500341	440939	515149	385405	453316	741316	447761	372913	514162	386857	414566	623249	705056	449478	414362	553809	445384	558977	473942	467778	606094	439979	467745	389009	365228	578015	438221	317878	481862	588731	447958	393628	381177	457181	414614	364346	373881	497661	502715	618775	555420	431196	634280	665894	513980	413002	405112	480955	402813	648405	642543	514606	648738	497387	548233	486915	455536	452915	488628	525872	468541	647803	492341	254498	384416	467236	379598	Unclassified; Cellular Processes and Signaling; Other ion-coupled transporters
Other transporters	130671	159188	211969	165410	110807	104994	108351	148074	152622	127754	118098	145701	113774	153817	149237	135351	152699	131395	138458	149753	127971	130355	149484	115629	126430	150803	163703	172218	127862	124211	145543	149942	111210	135091	147985	158565	127041	118164	100032	115986	123434	205970	149627	114643	141071	123974	136152	115538	111075	180685	123621	95674	148635	105684	112472	168369	170693	117110	107090	136283	110288	164999	135395	114825	156046	109516	121347	111126	93296	157848	120100	82454	128901	149218	117537	102036	95971	121838	103189	94062	97991	135779	135304	146874	141444	113419	157469	155073	134191	110279	111256	125107	107216	154704	168493	129280	166117	145753	147116	132353	122887	116902	123170	131017	116206	216577	141019	66009	117774	111795	99321	Unclassified; Cellular Processes and Signaling; Other transporters
Other types of O-glycan biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism; Glycan Biosynthesis and Metabolism; Other types of O-glycan biosynthesis
Others	446793	518176	659544	566920	363296	347321	373603	507141	514368	437210	405239	506708	479710	521204	518208	460672	494117	428994	474489	510067	454187	465388	507517	396739	422992	502101	545943	535671	390345	407174	479550	511970	384108	467486	538255	483703	433061	436479	324993	420267	415799	583200	519013	418436	439078	463298	537130	363054	471768	707572	381918	324441	409793	329047	356892	540520	574476	376315	347236	467961	488564	484266	423357	389581	536196	377538	416547	350559	317156	569026	393535	284553	433865	507943	394141	374333	324024	436352	342744	324693	315905	464547	432600	550518	482391	353880	543408	636601	447217	363123	402712	419720	343950	647002	529957	431672	581829	470273	531633	411455	411467	394609	423695	445016	422784	525714	425304	223129	339164	410278	324477	Unclassified; Metabolism; Others
Oxidative phosphorylation	526901	590212	756137	668321	439352	409569	424273	606948	609887	503817	466651	569659	533539	591253	580738	545457	550764	505938	538657	597832	479902	539928	633081	451584	483621	589380	632463	568198	472476	463267	541302	608415	442637	535990	638123	536274	526394	469656	409583	489116	514977	703087	609149	468159	451000	516427	612277	365599	527736	788321	457372	384364	460707	438289	485167	610061	698080	563105	488173	534584	547654	492251	440484	451880	602672	436807	485840	378774	369063	607019	452172	326986	497591	589907	440933	435377	371157	498417	412870	371528	466291	533329	499399	632370	557042	523828	627312	713819	529121	432030	458149	502689	401286	697499	553993	500743	644771	500799	616930	437419	470646	468049	486522	516645	474255	610647	473455	274541	361667	507496	388676	Metabolism; Energy Metabolism; Oxidative phosphorylation
PPAR signaling pathway	51610	61755	79222	63471	38185	42500	47970	56311	64229	52417	47194	61381	49378	60325	58457	49983	60699	49227	58409	55254	39388	59670	44575	49480	51734	60162	62260	66329	55473	53215	57178	60054	47892	59630	48602	62923	42888	35985	47950	47765	39383	63308	59733	38770	57985	42273	57140	47018	47730	63810	55875	39434	49032	47888	51402	67051	56966	56914	52175	51055	45725	63955	54739	45832	65188	44388	49936	52620	39711	57927	53277	34452	50137	60669	51166	40756	38838	55138	37952	41597	51162	62243	53379	51031	58868	55238	66265	62879	54141	53193	54136	46938	45471	61758	64534	51934	59791	62870	68965	51714	51917	49037	49307	50521	50091	39448	55048	25466	49475	44046	42464	Organismal Systems; Endocrine System; PPAR signaling pathway
Pancreatic cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Cancers; Pancreatic cancer
Pancreatic secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Digestive System; Pancreatic secretion
Pantothenate and CoA biosynthesis	334804	386026	505064	442978	251835	262926	280521	380109	375578	339799	313185	393377	298150	382404	381836	347070	363802	318513	368866	391925	301152	334591	409981	308326	323466	395807	427253	385587	317652	314979	362732	400221	297736	370780	386079	344731	336998	293341	269981	302010	326610	477336	404148	280736	307060	283759	327375	245897	286971	482207	309389	248522	328239	278034	296766	404694	431375	338499	301651	357635	286756	336370	297498	299204	417021	291588	308939	262155	248907	368120	302287	213552	325618	394970	309507	255614	246663	317720	263639	254211	286008	362101	324952	387578	376686	320423	431272	410692	342100	300341	285472	319756	267934	388251	374037	335043	431000	336372	386535	293331	315282	305650	318862	337600	306922	407010	313141	170893	241575	301507	254474	Metabolism; Metabolism of Cofactors and Vitamins; Pantothenate and CoA biosynthesis
Parkinson's disease	179	97	79	106	837	168	477	259	802	435	224	159	394	220	145	268	67	862	167	120	505	582	323	176	189	354	112	223	220	210	140	439	158	242	463	241	217	391	687	40	92	212	437	720	65	411	1287	425	545	239	37	84	70	102	107	208	150	171	132	247	298	21	199	159	300	95	160	4	107	1168	211	272	99	197	95	610	185	780	71	210	69	157	162	193	249	87	434	302	88	60	885	59	26	319	33	153	51	127	1090	58	270	32	591	317	84	66	42	12	172	521	77	Human Diseases; Neurodegenerative Diseases; Parkinson's disease
Pathogenic Escherichia coli infection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Infectious Diseases; Pathogenic Escherichia coli infection
Pathways in cancer	23951	28038	35031	30639	20491	19369	21647	27014	28040	24069	21456	27088	26455	27595	27253	24497	26705	25777	25466	27267	25212	25964	27805	21220	23262	27939	29269	29511	23287	22449	25633	27402	21935	25501	28942	30559	23843	20125	18690	23304	22725	36409	27781	22636	23533	26343	29291	21211	26026	39395	23907	17736	31284	19683	24906	30391	29784	24226	20934	26549	26355	25804	23250	21225	28315	19648	22786	18900	16507	34001	22707	14970	23303	28632	21609	19530	17452	23986	18543	17436	21026	26393	24713	30766	25814	23465	29144	35246	24775	20557	22853	26320	18652	36372	28140	23738	30086	25800	31808	21192	22378	21895	23256	24459	23630	37768	23645	11735	21280	21736	19412	Human Diseases; Cancers; Pathways in cancer
